match_id,created,city,dates,event_name,match_number,gender,match_type,match_type_number,toss_winner,toss_decision,outcome_winner,outcome_by_runs,outcome_by_wickets,overs,player_of_match,season,teams,venue,total_fours,total_sixes
1419827,2024-03-14,Chattogram,2024-03-13,Sri Lanka tour of Bangladesh,1.0,male,ODI,4743,Sri Lanka,bat,Bangladesh,,6.0,50,Nazmul Hossain Shanto,2023/24,"Sri Lanka, Bangladesh","Zahur Ahmed Chowdhury Stadium, Chattogram",48,9
1122282,2020-05-15,Johannesburg,2018-02-10,India tour of South Africa,4.0,male,ODI,3973,India,bat,South Africa,,5.0,50,H Klaasen,2017/18,"India, South Africa",The Wanderers Stadium,43,12
66364,2022-06-20,Chennai,2003-10-23,TVS Cup (India),1.0,male,ODI,2051,India,bat,,,,50,,2003/04,"India, New Zealand","MA Chidambaram Stadium, Chepauk, Chennai",19,1
527015,2011-10-25,,2011-10-22,New Zealand in Zimbabwe ODI Series,2.0,male,ODI,3206,New Zealand,field,New Zealand,,4.0,50,MJ Guptill,2011/12,"Zimbabwe, New Zealand",Harare Sports Club,47,6
1275249,2021-09-13,Al Amarat,2021-09-13,ICC Men's Cricket World Cup League 2,37.0,male,ODI,4324,United States of America,bat,Nepal,,5.0,50,K Bhurtel,2021,"United States of America, Nepal",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),23,11
247486,2015-09-26,Guyana,2007-04-01,ICC World Cup,30.0,male,ODI,2560,West Indies,field,Sri Lanka,113.0,,50,ST Jayasuriya,2006/07,"West Indies, Sri Lanka",Providence Stadium,24,13
456664,2010-11-15,,2010-08-13,Sri Lanka Triangular Series,2.0,male,ODI,3031,New Zealand,bat,Sri Lanka,,3.0,50,WU Tharanga,2010,"Sri Lanka, New Zealand",Rangiri Dambulla International Stadium,32,2
1317490,2022-11-21,Sydney,2022-11-19,England tour of Australia,2.0,male,ODI,4477,Australia,bat,Australia,72.0,,50,MA Starc,2022/23,"Australia, England",Sydney Cricket Ground,28,13
215134,2020-12-05,Colombo,2005-08-06,Indian Oil Cup,5.0,male,ODI,2266,West Indies,bat,West Indies,33.0,,50,OAC Banks,2005,"West Indies, Sri Lanka","R.Premadasa Stadium, Khettarama",37,2
1322361,2023-03-31,Hamilton,2023-03-31,Sri Lanka tour of New Zealand,3.0,male,ODI,4557,Sri Lanka,bat,New Zealand,,6.0,50,WA Young,2022/23,"Sri Lanka, New Zealand","Seddon Park, Hamilton",35,3
1168245,2020-01-06,Chandigarh,2019-03-10,Australia tour of India,4.0,male,ODI,4111,India,bat,Australia,,4.0,50,AJ Turner,2018/19,"India, Australia","Punjab Cricket Association IS Bindra Stadium, Mohali",57,19
385750,2013-03-05,Karachi,2009-01-21,Sri Lanka in Pakistan ODI Series,2.0,male,ODI,2800,Pakistan,field,Sri Lanka,129.0,,50,TM Dilshan,2008/09,"Pakistan, Sri Lanka",National Stadium,42,3
1115775,2020-05-14,Hamilton,2018-02-25,England tour of Australia and New Zealand,1.0,male,ODI,3980,New Zealand,field,New Zealand,,3.0,50,LRPL Taylor,2017/18,"England, New Zealand",Seddon Park,47,14
573023,2013-02-17,Perth,2013-02-03,West Indies in Australia ODI Series,2.0,male,ODI,3331,West Indies,field,Australia,54.0,,50,GJ Bailey,2012/13,"Australia, West Indies",Western Australia Cricket Association Ground,42,13
1445037,2024-08-20,Rotterdam,2024-08-17,ICC Men's Cricket World Cup League 2,22.0,male,ODI,4758,Canada,field,Netherlands,63.0,,50,PA van Meekeren,2024,"Netherlands, Canada","Hazelaarweg, Rotterdam",33,1
65266,2023-01-15,Cape Town,2003-02-28,ICC World Cup,34.0,male,ODI,1973,Sri Lanka,bat,Sri Lanka,6.0,,50,WPUJC Vaas,2002/03,"Sri Lanka, West Indies","Newlands, Cape Town",36,2
65636,2023-01-16,Sydney,2003-01-13,VB Series,8.0,male,ODI,1934,Sri Lanka,bat,Sri Lanka,31.0,,50,ST Jayasuriya,2002/03,"Sri Lanka, England",Sydney Cricket Ground,51,2
64924,2020-12-04,Bloemfontein,2005-02-02,England tour of South Africa,2.0,male,ODI,2219,South Africa,field,,,,50,KP Pietersen,2004/05,"England, South Africa",Mangaung Oval,41,4
416241,2009-11-09,Guwahati,2009-11-08,Australia in India ODI Series,6.0,male,ODI,2925,India,bat,Australia,,6.0,50,DE Bollinger,2009/10,"India, Australia",Nehru Stadium,37,2
538071,2011-12-08,Chittagong,2011-12-06,Pakistan in Bangladesh ODI Series,3.0,male,ODI,3222,Pakistan,bat,Pakistan,58.0,,50,Umar Akmal,2011/12,"Bangladesh, Pakistan",Zahur Ahmed Chowdhury Stadium,24,3
1387600,2023-12-17,Johannesburg,2023-12-17,India tour of South Africa,1.0,male,ODI,4713,South Africa,bat,India,,8.0,50,Arshdeep Singh,2023/24,"South Africa, India","The Wanderers Stadium, Johannesburg",27,5
696759,2014-02-03,Christchurch,2014-01-30,ICC Cricket World Cup Qualifier,32.0,male,ODI,3466,Kenya,bat,Scotland,,3.0,50,PL Mommsen,2013/14,"Kenya, Scotland",Hagley Oval,37,6
66299,2023-01-13,Bristol,2003-07-06,NatWest Series,7.0,male,ODI,2034,England,field,England,,6.0,50,A Flintoff,2003,"Zimbabwe, England","The Royal & Sun Alliance County Ground, Bristol",16,2
351688,2013-03-05,Perth,2009-01-30,South Africa in Australia ODI Series,5.0,male,ODI,2808,South Africa,bat,South Africa,39.0,,50,HM Amla,2008/09,"Australia, South Africa",Western Australia Cricket Association Ground,33,7
1312807,2022-06-13,Pearland,2022-06-12,ICC Men's Cricket World Cup League 2,88.0,male,ODI,4408,Oman,bat,Oman,13.0,,50,KH Prajapati,2022,"Oman, United States of America","Moosa Cricket Stadium, Pearland",48,6
656441,2015-03-01,Wellington,2015-03-01,ICC Cricket World Cup,22.0,male,ODI,3619,England,bat,Sri Lanka,,9.0,50,KC Sangakkara,2014/15,"England, Sri Lanka",Westpac Stadium,63,11
1142587,2020-05-17,,2018-08-08,South Africa tour of Sri Lanka,4.0,male,ODI,4030,South Africa,field,Sri Lanka,3.0,,50,MD Shanaka,2018,"Sri Lanka, South Africa",Pallekele International Cricket Stadium,47,16
1341970,2022-11-21,Windhoek,2022-11-20,ICC Men's Cricket World Cup League 2,110.0,male,ODI,4479,Namibia,field,United States of America,71.0,,50,G Singh,2022/23,"United States of America, Namibia","Wanderers Cricket Ground, Windhoek",34,6
742625,2014-12-20,Abu Dhabi,2014-12-17,Pakistan v New Zealand ODI Series,4.0,male,ODI,3570,New Zealand,bat,New Zealand,7.0,,50,KS Williamson,2014/15,"New Zealand, Pakistan",Sheikh Zayed Stadium,48,6
1144146,2020-05-12,Kimberley,2018-09-30,Zimbabwe tour of South Africa,1.0,male,ODI,4049,South Africa,field,South Africa,,5.0,50,L Ngidi,2018/19,"Zimbabwe, South Africa",Diamond Oval,35,2
1144516,2019-06-27,Manchester,2019-06-27,World Cup,34.0,male,ODI,4175,India,bat,India,125.0,,50,V Kohli,2019,"India, West Indies",Old Trafford,39,4
1187022,2019-12-20,Visakhapatnam,2019-12-18,West Indies tour of India,2.0,male,ODI,4222,West Indies,field,India,107.0,,50,RG Sharma,2019/20,"India, West Indies",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,59,29
518970,2012-07-08,,2012-03-08,Commonwealth Bank Series,3.0,male,ODI,3257,Sri Lanka,field,Australia,16.0,,50,CJ McKay,2011/12,"Australia, Sri Lanka",Adelaide Oval,33,4
65282,2023-01-15,East London,2003-03-15,ICC World Cup,,male,ODI,1989,Sri Lanka,bat,Sri Lanka,74.0,,50,MS Atapattu,2002/03,"Sri Lanka, Zimbabwe","Buffalo Park, East London",34,0
267715,2015-10-04,Margao,2007-02-14,Sri Lanka in India ODI Series,3.0,male,ODI,2522,Sri Lanka,bat,India,,5.0,50,Z Khan,2006/07,"India, Sri Lanka","Nehru Stadium, Fatorda",45,1
401075,2009-11-11,St Kitts,2009-07-31,Bangladesh in West Indies ODI Series,3.0,male,ODI,2865,West Indies,bat,Bangladesh,,3.0,50,Mahmudullah,2009,"West Indies, Bangladesh","Warner Park, Basseterre",50,10
667897,2014-06-05,Birmingham,2014-06-03,Sri Lanka in England ODI Series,5.0,male,ODI,3496,England,bat,Sri Lanka,,6.0,50,HDRL Thirimanne,2014,"England, Sri Lanka",Edgbaston,30,2
1377776,2023-07-06,Bulawayo,2023-07-06,ICC Cricket World Cup Qualifier,28.0,male,ODI,4616,Netherlands,field,Netherlands,,4.0,50,BFW de Leede,2023,"Scotland, Netherlands","Queens Sports Club, Bulawayo",52,11
730287,2014-08-21,Grenada,2014-08-20,Bangladesh in West Indies ODI Series,1.0,male,ODI,3509,West Indies,field,West Indies,,3.0,50,KA Pollard,2014,"West Indies, Bangladesh","National Cricket Stadium, St George's",35,8
64885,2021-03-08,Lahore,2004-03-24,India tour of Pakistan,5.0,male,ODI,2117,Pakistan,field,India,40.0,,50,VVS Laxman,2003/04,"India, Pakistan",Gaddafi Stadium,50,4
661693,2014-01-12,Hamilton,2014-01-08,West Indies in New Zealand ODI Series,5.0,male,ODI,3453,New Zealand,field,West Indies,203.0,,50,DJ Bravo,2013/14,"New Zealand, West Indies",Seddon Park,57,10
486520,2010-12-01,Mirpur,2010-12-01,Zimbabwe in Bangladesh ODI Series,1.0,male,ODI,3071,Bangladesh,field,Zimbabwe,9.0,,50,CB Mpofu,2010/11,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,40,0
237222,2016-06-26,,2006-02-16,India in Pakistan ODI Series,4.0,male,ODI,2331,India,field,India,,5.0,50,RP Singh,2005/06,"Pakistan, India",Multan Cricket Stadium,43,0
1187029,2020-02-03,Bengaluru,2020-01-19,Australia tour of India,3.0,male,ODI,4233,Australia,bat,India,,7.0,50,RG Sharma,2019/20,"India, Australia",M.Chinnaswamy Stadium,52,9
1188626,2019-08-17,Port of Spain,2019-08-14,India tour of United States of America and West Indies,3.0,male,ODI,4199,West Indies,bat,India,,6.0,50,V Kohli,2019,"West Indies, India","Queen's Park Oval, Trinidad",43,18
1267678,2021-07-18,Harare,2021-07-18,Bangladesh tour of Zimbabwe,2.0,male,ODI,4306,Zimbabwe,bat,Bangladesh,,3.0,50,Shakib Al Hasan,2021,"Zimbabwe, Bangladesh",Harare Sports Club,39,2
566945,2013-09-17,Southampton,2013-09-16,NatWest Series,5.0,male,ODI,3416,Australia,bat,Australia,49.0,,50,SR Watson,2013,"England, Australia",The Rose Bowl,49,8
249240,2015-10-03,,2007-02-09,Commonwealth Bank Series,1.0,male,ODI,2515,Australia,bat,England,,4.0,50,PD Collingwood,2006/07,"Australia, England",Melbourne Cricket Ground,27,3
1322278,2022-11-25,Auckland,2022-11-25,India tour of New Zealand,1.0,male,ODI,4483,New Zealand,field,New Zealand,,7.0,50,TWM Latham,2022/23,"India, New Zealand","Eden Park, Auckland",59,18
1408102,2023-12-17,Dunedin,2023-12-17,Bangladesh tour of New Zealand,1.0,male,ODI,4711,Bangladesh,field,New Zealand,44.0,,50,WA Young,2023/24,"New Zealand, Bangladesh","University Oval, Dunedin",40,14
335346,2015-08-24,Lahore,2008-06-24,Asia Cup,1.0,male,ODI,2711,Bangladesh,bat,Bangladesh,96.0,,50,Mohammad Ashraful,2008,"Bangladesh, United Arab Emirates",Gaddafi Stadium,46,2
1302621,2022-03-12,Sharjah,2022-03-12,ICC Men's Cricket World Cup League 2,65.0,male,ODI,4365,Namibia,field,United Arab Emirates,43.0,,50,V Aravind,2021/22,"United Arab Emirates, Namibia",Sharjah Cricket Stadium,50,15
536930,2011-12-08,Visakhapatnam,2011-12-02,West Indies in India ODI Series,2.0,male,ODI,3219,India,field,India,,5.0,50,V Kohli,2011/12,"India, West Indies",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,51,11
722347,2015-02-02,Centurion,2015-01-28,West Indies in South Africa ODI Series,5.0,male,ODI,3593,West Indies,field,South Africa,131.0,,50,RR Rossouw,2014/15,"South Africa, West Indies",SuperSport Park,48,26
1131276,2020-05-16,Dubai,2018-01-16,United Arab Emirates Tri-Nation Series,3.0,male,ODI,3954,Ireland,field,Ireland,,6.0,50,A Balbirnie,2017/18,"Scotland, Ireland",ICC Academy,49,3
649091,2013-10-31,,2013-10-30,Pakistan v South Africa ODI Series,1.0,male,ODI,3425,South Africa,bat,South Africa,1.0,,50,WD Parnell,2013/14,"Pakistan, South Africa",Sharjah Cricket Stadium,31,4
249755,2015-10-18,Ahmedabad,2006-10-28,ICC Champions Trophy,17.0,male,ODI,2439,West Indies,bat,England,,3.0,50,CH Gayle,2006/07,"England, West Indies","Sardar Patel Stadium, Motera",59,4
936131,2016-09-29,Benoni,2016-09-25,,,male,ODI,3780,Ireland,field,South Africa,206.0,,50,T Bavuma,2016/17,"South Africa, Ireland",Willowmoore Park,50,7
247462,2015-09-22,St Kitts,2007-03-16,ICC World Cup,7.0,male,ODI,2537,Netherlands,field,South Africa,221.0,,50,HH Gibbs,2006/07,"Netherlands, South Africa","Warner Park, Basseterre",47,19
426428,2010-11-15,Chester-le-Street,2010-09-10,NatWest Series,1.0,male,ODI,3043,Pakistan,field,England,24.0,,50,SM Davies,2010,"England, Pakistan",Riverside Ground,50,7
1384420,2023-10-29,Lucknow,2023-10-29,ICC Cricket World Cup,29.0,male,ODI,4686,England,field,India,100.0,,50,RG Sharma,2023/24,"India, England","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",30,7
374060,2015-05-08,Abu Dhabi,2008-11-14,Pakistan v West Indies ODI Series,2.0,male,ODI,2775,Pakistan,bat,Pakistan,24.0,,50,Sohail Tanvir,2008/09,"Pakistan, West Indies",Sheikh Zayed Stadium,26,2
1001371,2016-12-11,,2016-12-04,Chappell-Hadlee Trophy,1.0,male,ODI,3811,Australia,bat,Australia,68.0,,50,SPD Smith,2016/17,"Australia, New Zealand",Sydney Cricket Ground,52,16
1388403,2023-09-13,Colombo,2023-09-09,Asia Cup,8.0,male,ODI,4637,Bangladesh,field,Sri Lanka,21.0,,50,S Samarawickrama,2023,"Sri Lanka, Bangladesh","R Premadasa Stadium, Colombo",39,5
1142922,2020-05-17,Bulawayo,2018-07-18,Pakistan tour of Zimbabwe,3.0,male,ODI,4019,Zimbabwe,bat,Pakistan,,9.0,50,Faheem Ashraf,2018,"Zimbabwe, Pakistan",Queens Sports Club,19,0
66380,2021-03-08,Karachi,2004-10-06,Paktel Cup,3.0,male,ODI,2185,Sri Lanka,bat,Pakistan,,8.0,50,Shoaib Malik,2004/05,"Sri Lanka, Pakistan",National Stadium,24,4
225248,2015-11-21,Nottingham,2006-09-08,NatWest Series,4.0,male,ODI,2411,Pakistan,bat,England,,8.0,50,IR Bell,2006,"England, Pakistan",Trent Bridge,46,7
297795,2015-09-04,Hyderabad,2007-10-05,Australia in India ODI Series,3.0,male,ODI,2625,Australia,bat,Australia,47.0,,50,A Symonds,2007/08,"India, Australia","Rajiv Gandhi International Stadium, Uppal",48,9
523732,2011-09-08,Bulawayo,2011-09-08,Pakistan in Zimbabwe ODI Series,1.0,male,ODI,3188,Pakistan,bat,Pakistan,5.0,,50,Younis Khan,2011,"Zimbabwe, Pakistan",Queens Sports Club,37,6
1358074,2023-02-15,Kirtipur,2023-02-15,ICC Men's Cricket World Cup League 2,122.0,male,ODI,4516,Scotland,field,Scotland,,10.0,50,HG Munsey,2022/23,"Namibia, Scotland","Tribhuvan University International Cricket Ground, Kirtipur",34,8
249743,2015-11-19,Jaipur,2006-10-13,ICC Champions Trophy,5.0,male,ODI,2427,Zimbabwe,field,Bangladesh,101.0,,50,Shahriar Nafees,2006/07,"Bangladesh, Zimbabwe",Sawai Mansingh Stadium,35,1
335350,2015-08-25,Lahore,2008-06-26,Asia Cup,6.0,male,ODI,2718,Sri Lanka,bat,Sri Lanka,142.0,,50,BAW Mendis,2008,"Sri Lanka, United Arab Emirates",Gaddafi Stadium,38,0
239912,2016-06-18,Trinidad,2006-05-13,Zimbabwe in West Indies ODI Series,6.0,male,ODI,2372,West Indies,bat,,,,50,,2006,"West Indies, Zimbabwe","Queen's Park Oval, Port of Spain",26,5
578625,2013-06-18,London,2013-06-17,ICC Champions Trophy,12.0,male,ODI,3374,Australia,field,Sri Lanka,20.0,,50,DPMD Jayawardene,2013,"Australia, Sri Lanka",Kennington Oval,40,3
65806,2023-01-14,Sharjah,2003-04-06,Cherry Blossom Sharjah Cup,4.0,male,ODI,1997,Sri Lanka,bat,Sri Lanka,129.0,,50,KC Sangakkara,2002/03,"Sri Lanka, Kenya",Sharjah Cricket Association Stadium,37,1
66379,2021-03-08,Peshawar,2004-10-03,Paktel Cup,2.0,male,ODI,2184,Pakistan,field,Pakistan,,3.0,50,Younis Khan,2004/05,"Zimbabwe, Pakistan",Arbab Niaz Stadium,34,7
932867,2016-06-28,Barbados,2016-06-26,West Indies Tri-Nation Series,,male,ODI,3756,Australia,bat,Australia,58.0,,50,MR Marsh,2016,"West Indies, Australia","Kensington Oval, Bridgetown",42,10
1384436,2023-11-26,Bengaluru,2023-11-12,ICC Cricket World Cup,45.0,male,ODI,4702,India,bat,India,160.0,,50,SS Iyer,2023/24,"India, Netherlands","M Chinnaswamy Stadium, Bengaluru",56,25
238179,2016-06-22,Auckland,2006-03-04,West Indies in New Zealand ODI Series,5.0,male,ODI,2346,New Zealand,bat,West Indies,,3.0,50,DR Smith,2005/06,"New Zealand, West Indies",Eden Park,37,3
247474,2015-09-23,St Kitts,2007-03-22,ICC World Cup,19.0,male,ODI,2549,Netherlands,field,Netherlands,,8.0,50,WF Stelling,2006/07,"Netherlands, Scotland","Warner Park, Basseterre",42,3
1348648,2023-01-26,Indore,2023-01-24,New Zealand tour of India,3.0,male,ODI,4511,New Zealand,field,India,90.0,,50,SN Thakur,2022/23,"India, New Zealand","Holkar Cricket Stadium, Indore",56,32
238196,2016-06-25,Centurion,2006-02-26,Australia in South Africa ODI Series,1.0,male,ODI,2341,Australia,bat,South Africa,,6.0,50,GC Smith,2005/06,"South Africa, Australia",SuperSport Park,39,7
667643,2014-01-28,Hamilton,2014-01-22,India in New Zealand ODI Series,2.0,male,ODI,3458,India,field,New Zealand,15.0,,50,KS Williamson,2013/14,"New Zealand, India",Seddon Park,56,13
297804,2015-09-02,Gwalior,2007-11-15,Pakistan in India ODI Series,4.0,male,ODI,2646,Pakistan,bat,India,,6.0,50,SR Tendulkar,2007/08,"India, Pakistan",Captain Roop Singh Stadium,46,7
212253,2020-12-04,Canterbury,2005-06-30,NatWest Challenge,9.0,male,ODI,2257,Australia,field,Australia,,6.0,50,Shahriar Nafees,2005,"Bangladesh, Australia",St Lawrence Ground,40,5
1450697,2024-09-25,King City,2024-09-18,ICC Men's Cricket World Cup League 2,28.0,male,ODI,4765,Oman,field,Oman,,1.0,50,Gulsan Jha,2024,"Nepal, Oman","Maple Leaf North-West Ground, King City",38,12
636162,2014-01-28,Perth,2014-01-24,England in Australia ODI Series,4.0,male,ODI,3461,Australia,field,England,57.0,,50,BA Stokes,2013/14,"Australia, England",Western Australia Cricket Association Ground,52,12
902643,2015-11-13,Abu Dhabi,2015-11-13,Pakistan v England ODI Series,2.0,male,ODI,3708,England,bat,England,95.0,,50,AD Hales,2015/16,"England, Pakistan",Sheikh Zayed Stadium,29,6
571146,2012-09-02,Abu Dhabi,2012-08-31,Pakistan v Australia ODI Series,2.0,male,ODI,3301,Australia,bat,Pakistan,,7.0,50,Nasir Jamshed,2012,"Australia, Pakistan",Sheikh Zayed Stadium,36,6
518966,2012-07-08,Hobart,2012-02-28,Commonwealth Bank Series,11.0,male,ODI,3251,India,field,India,,7.0,50,V Kohli,2011/12,"India, Sri Lanka",Bellerive Oval,54,10
386531,2013-03-05,Colombo,2009-01-31,India in Sri Lanka ODI Series,2.0,male,ODI,2810,India,bat,India,15.0,,50,I Sharma,2008/09,"Sri Lanka, India",R Premadasa Stadium,37,4
730291,2014-09-03,St Kitts,2014-08-25,Bangladesh in West Indies ODI Series,3.0,male,ODI,3514,West Indies,bat,West Indies,91.0,,50,D Ramdin,2014,"West Indies, Bangladesh","Warner Park, Basseterre",46,21
1377760,2023-06-26,Bulawayo,2023-06-25,ICC Cricket World Cup Qualifier,15.0,male,ODI,4599,Ireland,field,Sri Lanka,133.0,,50,FDM Karunaratne,2023,"Sri Lanka, Ireland","Queens Sports Club, Bulawayo",41,7
64939,2020-12-04,Visakhapatnam,2005-04-05,Pakistan tour of India,2.0,male,ODI,2236,India,bat,India,58.0,,50,MS Dhoni,2004/05,"India, Pakistan",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,62,16
661685,2014-01-05,Auckland,2013-12-26,West Indies in New Zealand ODI Series,1.0,male,ODI,3449,West Indies,field,West Indies,,2.0,50,DJG Sammy,2013/14,"New Zealand, West Indies",Eden Park,26,10
1339619,2023-04-29,Rawalpindi,2023-04-27,New Zealand tour of Pakistan,1.0,male,ODI,4569,Pakistan,field,Pakistan,,5.0,50,Fakhar Zaman,2023,"New Zealand, Pakistan",Rawalpindi Cricket Stadium,54,7
562443,2012-07-08,Colombo,2012-06-18,Pakistan in Sri Lanka ODI Series,5.0,male,ODI,3277,Pakistan,bat,Sri Lanka,,2.0,50,AD Mathews,2012,"Sri Lanka, Pakistan",R Premadasa Stadium,40,5
1179275,2019-12-31,Harare,2019-04-16,United Arab Emirates tour of Zimbabwe,4.0,male,ODI,4124,United Arab Emirates,bat,Zimbabwe,,3.0,50,KM Jarvis,2019,"Zimbabwe, United Arab Emirates",Harare Sports Club,21,6
1233463,2020-11-04,,2020-11-03,Zimbabwe tour of Pakistan,3.0,male,ODI,4264,Zimbabwe,bat,,,,50,B Muzarabani,2020/21,"Zimbabwe, Pakistan",Rawalpindi Cricket Stadium,58,6
1281444,2022-06-17,Amstelveen,2022-06-17,England tour of Netherlands,1.0,male,ODI,4413,Netherlands,field,England,232.0,,50,JC Buttler,2022,"England, Netherlands","VRA Ground, Amstelveen",53,30
659551,2013-08-30,,2013-08-29,Pakistan in Zimbabwe ODI Series,2.0,male,ODI,3406,Zimbabwe,field,Pakistan,90.0,,50,Mohammad Hafeez,2013,"Zimbabwe, Pakistan",Harare Sports Club,41,10
530427,2011-11-14,,2011-11-11,Pakistan v Sri Lanka ODI Series,1.0,male,ODI,3212,Sri Lanka,bat,Pakistan,,8.0,50,Shahid Afridi,2011/12,"Pakistan, Sri Lanka",Dubai International Cricket Stadium,20,3
64942,2020-12-04,Kanpur,2005-04-15,Pakistan tour of India,5.0,male,ODI,2239,India,bat,Pakistan,,5.0,50,Shahid Afridi,2004/05,"India, Pakistan",Green Park,52,12
1272381,2021-09-13,Belfast,2021-09-13,Zimbabwe tour of Ireland and Scotland,3.0,male,ODI,4323,Ireland,field,Ireland,,7.0,50,AR McBrine,2021,"Zimbabwe, Ireland","Civil Service Cricket Club, Stormont, Belfast",21,4
1146721,2020-06-03,Guyana,2018-07-25,Bangladesh tour of West Indies and United States of America,2.0,male,ODI,4023,Bangladesh,field,West Indies,3.0,,50,SO Hetmyer,2018,"West Indies, Bangladesh",Providence Stadium,35,15
257771,2015-10-12,,2006-12-13,West Indies in Pakistan ODI Series,4.0,male,ODI,2464,Pakistan,bat,West Indies,,7.0,50,MN Samuels,2006/07,"Pakistan, West Indies",Multan Cricket Stadium,39,3
706767,2014-05-07,Dublin,2014-05-06,Sri Lanka tour of England and Ireland,1.0,male,ODI,3490,Ireland,field,Sri Lanka,79.0,,50,BAW Mendis,2014,"Sri Lanka, Ireland","Clontarf Cricket Club Ground, Dublin",36,2
589309,2013-01-17,Kolkata,2013-01-03,Pakistan in India ODI Series,2.0,male,ODI,3315,India,field,Pakistan,85.0,,50,Nasir Jamshed,2012/13,"India, Pakistan",Eden Gardens,36,4
648655,2014-01-05,Centurion,2013-12-11,India in South Africa ODI Series,3.0,male,ODI,3444,South Africa,bat,,,,50,,2013/14,"South Africa, India",SuperSport Park,24,10
727939,2014-09-13,Dublin,2014-09-12,Scotland in Ireland ODI Series,3.0,male,ODI,3529,Scotland,field,Scotland,,8.0,50,,2014,"Ireland, Scotland","The Village, Malahide",51,4
