match_id,created,city,dates,event_name,match_number,gender,match_type,match_type_number,toss_winner,toss_decision,outcome_winner,outcome_by_runs,outcome_by_wickets,overs,player_of_match,season,teams,venue,total_fours,total_sixes
295785,2015-09-17,Belfast,2007-07-13,Quadrangular Series (Ireland),4.0,male,ODI,2602,Scotland,bat,,,,50,,2007,"Netherlands, Scotland","Civil Service Cricket Club, Stormont",5,0
325804,2015-08-31,,2008-02-02,Zimbabwe in Pakistan ODI Series,5.0,male,ODI,2669,Zimbabwe,bat,Pakistan,,7.0,50,Younis Khan,2007/08,"Pakistan, Zimbabwe",Sheikhupura Stadium,35,2
1276910,2022-07-19,Chester-le-Street,2022-07-19,South Africa tour of England,1.0,male,ODI,4434,South Africa,bat,South Africa,62.0,,50,HE van der Dussen,2022,"South Africa, England","Riverside Ground, Chester-le-Street",53,3
66207,2021-03-08,Birmingham,2004-09-19,ICC Champions Trophy,12.0,male,ODI,2179,Pakistan,field,Pakistan,,3.0,50,Yousuf Youhana,2004,"India, Pakistan",Edgbaston,23,4
750669,2014-12-11,Colombo,2014-12-07,England in Sri Lanka ODI Series,4.0,male,ODI,3563,England,bat,Sri Lanka,,6.0,50,KC Sangakkara,2014/15,"Sri Lanka, England",R Premadasa Stadium,39,7
1193505,2019-07-29,Colombo,2019-07-28,Bangladesh tour of Sri Lanka,2.0,male,ODI,4194,Bangladesh,bat,Sri Lanka,,7.0,50,WIA Fernando,2019,"Sri Lanka, Bangladesh","R.Premadasa Stadium, Khettarama",42,3
1322039,2022-08-14,Aberdeen,2022-08-14,ICC Men's Cricket World Cup League 2,100.0,male,ODI,4447,United Arab Emirates,field,Scotland,86.0,,50,MRJ Watt,2022,"Scotland, United Arab Emirates","Mannofield Park, Aberdeen",33,8
250670,2015-10-03,Port Elizabeth,2007-02-09,Pakistan in South Africa ODI Series,3.0,male,ODI,2517,Pakistan,bat,,,,50,,2006/07,"South Africa, Pakistan",St George's Park,21,2
426405,2010-08-22,Birmingham,2010-07-12,NatWest Series,3.0,male,ODI,3026,Bangladesh,field,England,144.0,,50,AJ Strauss,2010,"England, Bangladesh",Edgbaston,56,12
65647,2021-03-08,Brisbane,2004-01-18,VB Series,5.0,male,ODI,2084,India,bat,India,19.0,,50,VVS Laxman,2003/04,"India, Australia",Brisbane Cricket Ground,46,1
521221,2011-10-25,Mumbai,2011-10-23,England in India ODI Series,4.0,male,ODI,3207,England,bat,India,,6.0,50,SK Raina,2011/12,"India, England",Wankhede Stadium,46,4
530430,2011-11-21,,2011-11-20,Pakistan v Sri Lanka ODI Series,4.0,male,ODI,3215,Pakistan,bat,Pakistan,26.0,,50,Shahid Afridi,2011/12,"Pakistan, Sri Lanka",Sharjah Cricket Stadium,29,4
366709,2015-05-08,,2008-12-31,West Indies in New Zealand ODI Series,1.0,male,ODI,2786,New Zealand,field,,,,50,,2008/09,"New Zealand, West Indies",Queenstown Events Centre,9,1
535798,2012-07-08,Mirpur,2012-03-18,Asia Cup,5.0,male,ODI,3263,Pakistan,bat,India,,6.0,50,V Kohli,2011/12,"India, Pakistan",Shere Bangla National Stadium,62,7
1428960,2024-07-26,Dundee,2024-07-24,ICC Men's Cricket World Cup League 2,17.0,male,ODI,4750,Oman,field,Oman,,4.0,50,Aqib Ilyas,2024,"Namibia, Oman","Forthill, Dundee",35,3
1272379,2021-09-10,Belfast,2021-09-08,Zimbabwe tour of Ireland and Scotland,1.0,male,ODI,4319,Ireland,field,Zimbabwe,38.0,,50,Sikandar Raza,2021,"Zimbabwe, Ireland","Civil Service Cricket Club, Stormont, Belfast",46,6
1388212,2023-12-27,Napier,2023-12-23,Bangladesh tour of New Zealand,3.0,male,ODI,4717,Bangladesh,field,Bangladesh,,9.0,50,Tanzim Hasan Sakib,2023/24,"New Zealand, Bangladesh","McLean Park, Napier",24,1
534218,2012-07-08,Chester-le-Street,2012-07-07,NatWest Series,4.0,male,ODI,3284,England,field,England,,8.0,50,ST Finn,2012,"England, Australia",Riverside Ground,40,2
1144160,2020-04-06,Cape Town,2019-01-30,Pakistan tour of South Africa,5.0,male,ODI,4090,South Africa,field,South Africa,,7.0,50,Q de Kock,2018/19,"South Africa, Pakistan",Newlands,41,9
1373574,2023-09-16,Centurion,2023-09-15,Australia tour of South Africa,4.0,male,ODI,4646,Australia,field,South Africa,164.0,,50,H Klaasen,2023/24,"South Africa, Australia","SuperSport Park, Centurion",57,31
415277,2009-09-27,Johannesburg,2009-09-26,ICC Champions Trophy,5.0,male,ODI,2897,West Indies,field,Australia,50.0,,50,MG Johnson,2009/10,"Australia, West Indies",New Wanderers Stadium,44,7
1144530,2019-07-14,London,2019-07-14,World Cup,,male,ODI,4192,New Zealand,bat,,,,50,BA Stokes,2019,"England, New Zealand",Lord's,38,6
251489,2015-10-12,Napier,2006-12-28,Sri Lanka in New Zealand ODI Series,1.0,male,ODI,2468,New Zealand,bat,Sri Lanka,,7.0,50,ST Jayasuriya,2006/07,"New Zealand, Sri Lanka",McLean Park,58,12
895809,2016-01-19,Brisbane,2016-01-15,India in Australia ODI Series,2.0,male,ODI,3724,India,bat,Australia,,7.0,50,RG Sharma,2015/16,"Australia, India","Brisbane Cricket Ground, Woolloongabba",47,6
461566,2010-11-16,Abu Dhabi,2010-10-29,Pakistan v South Africa ODI Series,1.0,male,ODI,3062,Pakistan,bat,South Africa,,8.0,50,LL Tsotsobe,2010/11,"Pakistan, South Africa",Sheikh Zayed Stadium,30,3
915781,2015-11-12,,2015-11-07,West Indies in Sri Lanka ODI Series,3.0,male,ODI,3704,Sri Lanka,field,Sri Lanka,19.0,,50,MN Samuels,2015/16,"Sri Lanka, West Indies",Pallekele International Cricket Stadium,36,4
656467,2015-03-15,Hobart,2015-03-11,ICC Cricket World Cup,35.0,male,ODI,3632,Sri Lanka,bat,Sri Lanka,148.0,,50,KC Sangakkara,2014/15,"Scotland, Sri Lanka",Bellerive Oval,45,16
1339622,2023-05-06,Karachi,2023-05-05,New Zealand tour of Pakistan,4.0,male,ODI,4574,New Zealand,field,Pakistan,102.0,,50,Babar Azam,2023,"Pakistan, New Zealand","National Stadium, Karachi",52,9
643665,2013-07-29,,2013-07-24,India in Zimbabwe ODI Series,1.0,male,ODI,3395,India,field,India,,6.0,50,V Kohli,2013,"Zimbabwe, India",Harare Sports Club,43,5
913655,2016-08-31,London,2016-08-27,Pakistan in England ODI Series,2.0,male,ODI,3771,Pakistan,bat,England,,4.0,50,JE Root,2016,"England, Pakistan",Lord's,44,3
65240,2023-01-15,Potchefstroom,2003-02-12,ICC World Cup,6.0,male,ODI,1947,Kenya,bat,South Africa,,10.0,50,L Klusener,2002/03,"Kenya, South Africa","North West Cricket Stadium, Potchefstroom",31,6
66196,2021-03-08,Birmingham,2004-09-10,ICC Champions Trophy,1.0,male,ODI,2168,Zimbabwe,field,England,152.0,,50,PD Collingwood,2004,"England, Zimbabwe",Edgbaston,37,9
433579,2011-04-25,Chennai,2011-03-06,ICC Cricket World Cup,21.0,male,ODI,3120,England,bat,England,6.0,,50,RS Bopara,2010/11,"England, South Africa","MA Chidambaram Stadium, Chepauk",24,1
1174240,2020-01-01,Abu Dhabi,2019-03-27,Australia tour of United Arab Emirates,3.0,male,ODI,4118,Australia,bat,Australia,80.0,,50,PJ Cummins,2018/19,"Australia, Pakistan",Sheikh Zayed Stadium,33,5
267387,2015-10-04,Nairobi,2007-02-04,ICC World Cricket League Division One,10.0,male,ODI,2502,Netherlands,field,Netherlands,,8.0,50,RN ten Doeschate,2006/07,"Bermuda, Netherlands",Ruaraka Sports Club Ground,37,4
710309,2014-03-07,Mirpur,2014-03-06,Asia Cup,10.0,male,ODI,3485,Bangladesh,bat,Sri Lanka,,3.0,50,AD Mathews,2013/14,"Bangladesh, Sri Lanka",Shere Bangla National Stadium,33,2
1185310,2020-02-15,Cape Town,2020-02-04,England tour of South Africa,1.0,male,ODI,4234,South Africa,field,South Africa,,7.0,50,Q de Kock,2019/20,"South Africa, England",Newlands,41,5
1433382,2024-12-20,Basseterre,2024-12-12,Bangladesh tour of West Indies,3.0,male,ODI,4815,West Indies,field,West Indies,,4.0,50,AA Jangoo,2024/25,"Bangladesh, West Indies","Warner Park, Basseterre, St Kitts",56,22
636159,2014-01-12,,2014-01-12,England in Australia ODI Series,1.0,male,ODI,3454,England,bat,Australia,,6.0,50,AJ Finch,2013/14,"Australia, England",Melbourne Cricket Ground,43,5
1450706,2024-11-03,Dallas,2024-11-02,ICC Men's Cricket World Cup League 2,42.0,male,ODI,4793,Nepal,field,United States of America,37.0,,50,SN Netravalkar,2024/25,"United States of America, Nepal","Grand Prairie Stadium, Dallas",34,13
296687,2015-09-04,Nairobi,2007-10-20,Canada in Kenya ODI Series,2.0,male,ODI,2636,Canada,bat,Kenya,,4.0,50,,2007/08,"Kenya, Canada",Gymkhana Club Ground,47,4
433596,2011-04-25,Colombo,2011-03-19,ICC Cricket World Cup,40.0,male,ODI,3139,Australia,bat,Pakistan,,4.0,50,Umar Akmal,2010/11,"Australia, Pakistan",R Premadasa Stadium,31,2
860275,2015-07-22,Colombo,2015-07-22,Pakistan in Sri Lanka ODI Series,4.0,male,ODI,3671,Sri Lanka,bat,Pakistan,,7.0,50,Ahmed Shehzad,2015,"Sri Lanka, Pakistan",R Premadasa Stadium,39,8
903593,2015-10-11,Kanpur,2015-10-11,South Africa in India ODI Series,1.0,male,ODI,3689,South Africa,bat,South Africa,5.0,,50,AB de Villiers,2015/16,"India, South Africa",Green Park,47,15
1198488,2019-10-11,Karachi,2019-10-02,Sri Lanka tour of Pakistan,3.0,male,ODI,4212,Sri Lanka,bat,Pakistan,,5.0,50,Abid Ali,2019/20,"Pakistan, Sri Lanka",National Stadium,52,8
1098210,2017-07-07,Jamaica,2017-07-06,India in West Indies ODI Series,5.0,male,ODI,3902,West Indies,bat,India,,8.0,50,V Kohli,2017,"West Indies, India","Sabina Park, Kingston",42,5
259390,2015-10-15,Benoni,2006-11-30,ICC Tri-Series (in South Africa),4.0,male,ODI,2454,Canada,field,Canada,,3.0,50,GR Codrington,2006/07,"Bermuda, Canada",Willowmoore Park,32,2
1277086,2022-01-17,Kingston,2022-01-13,Ireland tour of United States of America and West Indies,2.0,male,ODI,4340,Ireland,field,Ireland,,5.0,50,AR McBrine,2021/22,"West Indies, Ireland","Sabina Park, Kingston, Jamaica",34,10
461570,2010-11-16,,2010-11-08,Pakistan v South Africa ODI Series,5.0,male,ODI,3069,South Africa,bat,South Africa,57.0,,50,JH Kallis,2010/11,"Pakistan, South Africa",Dubai International Cricket Stadium,50,7
1144526,2019-07-12,Leeds,2019-07-06,World Cup,44.0,male,ODI,4187,Sri Lanka,bat,India,,7.0,50,RG Sharma,2019,"India, Sri Lanka",Headingley,54,5
350046,2009-09-12,London,2009-09-12,NatWest Series,4.0,male,ODI,2888,England,bat,Australia,,7.0,50,B Lee,2009,"England, Australia",Lord's,47,0
656471,2015-03-15,Hamilton,2015-03-13,ICC Cricket World Cup,37.0,male,ODI,3634,New Zealand,field,New Zealand,,3.0,50,MJ Guptill,2014/15,"New Zealand, Bangladesh",Seddon Park,60,14
1348327,2023-01-23,Harare,2023-01-21,Ireland tour of Zimbabwe,2.0,male,ODI,4508,Zimbabwe,field,Ireland,46.0,,50,J Little,2022/23,"Ireland, Zimbabwe",Harare Sports Club,41,6
249739,2015-11-19,Chandigarh,2006-10-07,ICC Champions Trophy,1.0,male,ODI,2423,Bangladesh,field,Sri Lanka,37.0,,50,WU Tharanga,2006/07,"Bangladesh, Sri Lanka","Punjab Cricket Association Stadium, Mohali",58,6
267391,2015-10-04,Nairobi,2007-02-05,ICC World Cricket League Division One,14.0,male,ODI,2508,Kenya,bat,Kenya,158.0,,50,TM Odoyo,2006/07,"Kenya, Canada",Jaffery Sports Club Ground,24,7
64914,2021-03-08,Chattogram,2004-12-23,India tour of Bangladesh,1.0,male,ODI,2199,Bangladesh,field,India,11.0,,50,M Kaif,2004/05,"India, Bangladesh",MA Aziz Stadium,39,6
65256,2023-01-15,Centurion,2003-02-23,ICC World Cup,24.0,male,ODI,1963,West Indies,field,West Indies,,7.0,50,JM Davison,2002/03,"Canada, West Indies","SuperSport Park, Centurion",43,15
1098206,2017-06-24,Trinidad,2017-06-23,India in West Indies ODI Series,1.0,male,ODI,3895,West Indies,field,,,,50,,2017,"West Indies, India","Queen's Park Oval, Port of Spain",18,2
64851,2022-06-20,Harare,2003-11-29,West Indies tour of Zimbabwe,4.0,male,ODI,2069,Zimbabwe,field,West Indies,72.0,,50,FH Edwards,2003/04,"West Indies, Zimbabwe",Harare Sports Club,34,10
433580,2011-04-25,Delhi,2011-03-07,ICC Cricket World Cup,23.0,male,ODI,3122,Kenya,bat,Canada,,5.0,50,H Osinde,2010/11,"Canada, Kenya",Feroz Shah Kotla,37,5
387566,2009-11-23,Centurion,2009-11-22,England in South Africa ODI Series,2.0,male,ODI,2929,England,field,England,,7.0,50,PD Collingwood,2009/10,"South Africa, England",SuperSport Park,44,6
562439,2012-07-08,,2012-06-07,Pakistan in Sri Lanka ODI Series,1.0,male,ODI,3272,Sri Lanka,bat,Pakistan,,6.0,50,Umar Gul,2012,"Sri Lanka, Pakistan",Pallekele International Cricket Stadium,22,1
1336129,2023-09-23,Nottingham,2023-09-23,Ireland tour of England,2.0,male,ODI,4653,Ireland,field,England,48.0,,50,WG Jacks,2023,"England, Ireland","Trent Bridge, Nottingham",58,14
1244524,2021-01-08,Abu Dhabi,2021-01-08,Ireland tour of United Arab Emirates,1.0,male,ODI,4268,Ireland,bat,United Arab Emirates,,6.0,50,CP Rizwan,2020/21,"Ireland, United Arab Emirates",Sheikh Zayed Stadium,48,9
296916,2015-08-22,London,2008-08-29,NatWest Series,3.0,male,ODI,2757,South Africa,field,England,126.0,,50,SR Patel,2008,"England, South Africa",Kennington Oval,46,5
730087,2014-08-09,Hambantota,2014-07-12,South Africa in Sri Lanka ODI Series,3.0,male,ODI,3502,South Africa,bat,South Africa,82.0,,50,AB de Villiers,2014,"Sri Lanka, South Africa","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",55,11
1144988,2020-05-10,Hobart,2018-11-11,South Africa tour of Australia,3.0,male,ODI,4069,Australia,field,South Africa,40.0,,50,DA Miller,2018/19,"South Africa, Australia",Bellerive Oval,50,18
214742,2020-12-05,,2005-07-31,Indian Oil Cup,2.0,male,ODI,2263,West Indies,bat,India,,6.0,50,R Dravid,2005,"West Indies, India",Rangiri Dambulla International Stadium,34,4
1272380,2021-09-10,Belfast,2021-09-10,Zimbabwe tour of Ireland and Scotland,2.0,male,ODI,4321,Zimbabwe,field,,,,50,,2021,"Ireland, Zimbabwe","Civil Service Cricket Club, Stormont, Belfast",25,6
564781,2012-07-23,Hambantota,2012-07-21,India in Sri Lanka ODI Series,1.0,male,ODI,3291,India,bat,India,21.0,,50,V Kohli,2012,"Sri Lanka, India","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",47,5
64943,2020-12-04,Delhi,2005-04-17,Pakistan tour of India,6.0,male,ODI,2240,Pakistan,bat,Pakistan,159.0,,50,Shoaib Malik,2004/05,"Pakistan, India",Arun Jaitley Stadium,42,4
1146720,2020-06-03,Guyana,2018-07-22,Bangladesh tour of West Indies and United States of America,1.0,male,ODI,4022,Bangladesh,bat,Bangladesh,48.0,,50,Tamim Iqbal,2018,"Bangladesh, West Indies",Providence Stadium,34,12
1022353,2017-06-07,Birmingham,2017-06-04,ICC Champions Trophy,4.0,male,ODI,3878,Pakistan,field,India,124.0,,50,Yuvraj Singh,2017,"India, Pakistan",Edgbaston,42,12
257770,2015-10-12,Lahore,2006-12-10,West Indies in Pakistan ODI Series,3.0,male,ODI,2463,Pakistan,field,Pakistan,,7.0,50,Naved-ul-Hasan,2006/07,"Pakistan, West Indies",Gaddafi Stadium,34,5
589308,2013-01-01,Chennai,2012-12-30,Pakistan in India ODI Series,1.0,male,ODI,3314,Pakistan,field,Pakistan,,6.0,50,MS Dhoni,2012/13,"India, Pakistan","MA Chidambaram Stadium, Chepauk",25,5
65714,2021-03-08,Colombo,2004-07-23,Asia Cup,9.0,male,ODI,2151,Bangladesh,bat,Sri Lanka,,10.0,50,ST Jayasuriya,2004,"Bangladesh, Sri Lanka",R.Premadasa Stadium,27,1
562442,2012-07-08,Colombo,2012-06-16,Pakistan in Sri Lanka ODI Series,4.0,male,ODI,3275,Sri Lanka,bat,Sri Lanka,44.0,,50,NLTC Perera,2012,"Sri Lanka, Pakistan",R Premadasa Stadium,29,5
1233462,2020-11-02,,2020-11-01,Zimbabwe tour of Pakistan,2.0,male,ODI,4263,Zimbabwe,bat,Pakistan,,6.0,50,Iftikhar Ahmed,2020/21,"Zimbabwe, Pakistan",Rawalpindi Cricket Stadium,38,9
1281445,2022-06-19,Amstelveen,2022-06-19,England tour of Netherlands,2.0,male,ODI,4414,Netherlands,bat,England,,6.0,50,JJ Roy,2022,"Netherlands, England","VRA Ground, Amstelveen",39,11
636533,2014-03-01,Antigua,2014-02-28,England in West Indies ODI Series,1.0,male,ODI,3477,England,field,West Indies,15.0,,50,DJ Bravo,2013/14,"West Indies, England","Sir Vivian Richards Stadium, North Sound",37,8
297805,2015-09-02,Jaipur,2007-11-18,Pakistan in India ODI Series,5.0,male,ODI,2647,India,field,Pakistan,31.0,,50,Shoaib Malik,2007/08,"India, Pakistan",Sawai Mansingh Stadium,45,8
1450696,2024-09-24,King City,2024-09-16,ICC Men's Cricket World Cup League 2,26.0,male,ODI,4762,Nepal,field,Canada,103.0,,50,D Heyliger,2024,"Canada, Nepal","Maple Leaf North-West Ground, King City",23,14
474477,2011-09-04,Chester-le-Street,2011-09-03,NatWest Series,1.0,male,ODI,3186,England,field,,,,50,,2011,"England, India",Riverside Ground,31,2
636163,2014-01-30,,2014-01-26,England in Australia ODI Series,5.0,male,ODI,3463,Australia,bat,Australia,5.0,,50,JP Faulkner,2013/14,"Australia, England",Adelaide Oval,29,3
571147,2012-09-06,,2012-09-03,Pakistan v Australia ODI Series,3.0,male,ODI,3303,Australia,field,Australia,,3.0,50,MEK Hussey,2012,"Australia, Pakistan",Sharjah Cricket Stadium,34,10
518967,2012-07-08,,2012-03-02,Commonwealth Bank Series,12.0,male,ODI,3253,Sri Lanka,bat,Sri Lanka,9.0,,50,LD Chandimal,2011/12,"Australia, Sri Lanka",Melbourne Cricket Ground,26,4
386530,2013-03-05,,2009-01-28,India in Sri Lanka ODI Series,1.0,male,ODI,2806,India,field,India,,6.0,50,ST Jayasuriya,2008/09,"Sri Lanka, India",Rangiri Dambulla International Stadium,33,5
1377761,2023-06-26,Bulawayo,2023-06-25,ICC Cricket World Cup Qualifier,16.0,male,ODI,4600,Oman,field,Scotland,76.0,,50,BJ McMullen,2023,"Scotland, Oman",Bulawayo Athletic Club,48,14
1104482,2017-07-10,Hambantota,2017-07-10,Zimbabwe in Sri Lanka ODI Series,5.0,male,ODI,3904,Zimbabwe,field,Zimbabwe,,3.0,50,Sikandar Raza,2017,"Sri Lanka, Zimbabwe","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",35,5
65807,2023-01-14,Sharjah,2003-04-07,Cherry Blossom Sharjah Cup,5.0,male,ODI,1998,Sri Lanka,bat,Zimbabwe,,4.0,50,GW Flower,2002/03,"Sri Lanka, Zimbabwe",Sharjah Cricket Association Stadium,30,0
1388414,2023-09-19,Colombo,2023-09-17,Asia Cup,,male,ODI,4649,Sri Lanka,bat,India,,10.0,50,Mohammed Siraj,2023,"Sri Lanka, India","R Premadasa Stadium, Colombo",14,1
66378,2021-03-08,Multan,2004-09-30,Paktel Cup,1.0,male,ODI,2183,Pakistan,bat,Pakistan,144.0,,50,Abdul Razzaq,2004/05,"Pakistan, Zimbabwe",Multan Cricket Stadium,36,12
336204,2015-08-21,Darwin,2008-09-06,Bangladesh in Australia ODI Series,3.0,male,ODI,2762,Australia,bat,Australia,73.0,,50,Tamim Iqbal,2008,"Australia, Bangladesh",Marrara Cricket Ground,21,4
1384437,2023-11-21,Mumbai,2023-11-15,ICC Cricket World Cup,,male,ODI,4703,India,bat,India,70.0,,50,Mohammed Shami,2023/24,"India, New Zealand","Wankhede Stadium, Mumbai",59,30
754755,2015-01-26,Hobart,2015-01-23,Carlton Mid One-Day International Tri-Series,4.0,male,ODI,3589,Australia,field,Australia,,3.0,50,SPD Smith,2014/15,"Australia, England",Bellerive Oval,53,6
247475,2015-09-23,St Lucia,2007-03-22,ICC World Cup,18.0,male,ODI,2548,Canada,field,New Zealand,114.0,,50,L Vincent,2006/07,"Canada, New Zealand","Beausejour Stadium, Gros Islet",54,13
238178,2016-06-23,Napier,2006-03-01,West Indies in New Zealand ODI Series,4.0,male,ODI,2342,West Indies,field,New Zealand,91.0,,50,L Vincent,2005/06,"New Zealand, West Indies",McLean Park,39,11
238197,2016-06-21,Cape Town,2006-03-03,Australia in South Africa ODI Series,2.0,male,ODI,2345,South Africa,bat,South Africa,196.0,,50,M Ntini,2005/06,"South Africa, Australia",Newlands,36,10
1275255,2021-09-25,Al Amarat,2021-09-25,ICC Men's Cricket World Cup League 2,43.0,male,ODI,4330,Scotland,field,Scotland,,6.0,50,MH Cross,2021,"Papua New Guinea, Scotland",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),36,4
523733,2011-09-12,,2011-09-11,Pakistan in Zimbabwe ODI Series,2.0,male,ODI,3190,Zimbabwe,bat,Pakistan,,10.0,50,Mohammad Hafeez,2011,"Zimbabwe, Pakistan",Harare Sports Club,35,4
249742,2015-11-19,Jaipur,2006-10-11,ICC Champions Trophy,4.0,male,ODI,2426,Bangladesh,bat,West Indies,,10.0,50,CH Gayle,2006/07,"Bangladesh, West Indies",Sawai Mansingh Stadium,31,5
1322280,2022-12-03,Christchurch,2022-11-30,India tour of New Zealand,3.0,male,ODI,4489,New Zealand,field,,,,50,,2022/23,"India, New Zealand","Hagley Oval, Christchurch",34,6
1358075,2023-02-17,Kirtipur,2023-02-17,ICC Men's Cricket World Cup League 2,123.0,male,ODI,4517,Nepal,field,Nepal,,3.0,50,DS Airee,2022/23,"Scotland, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",44,17
770123,2014-10-17,Delhi,2014-10-11,West Indies in India ODI Series,2.0,male,ODI,3533,India,bat,India,48.0,,50,Mohammed Shami,2014/15,"India, West Indies",Feroz Shah Kotla,36,10
239913,2016-06-18,Trinidad,2006-05-14,Zimbabwe in West Indies ODI Series,7.0,male,ODI,2373,West Indies,bat,West Indies,104.0,,50,RR Sarwan,2006,"West Indies, Zimbabwe","Queen's Park Oval, Port of Spain",27,6
578624,2013-06-18,Cardiff,2013-06-16,ICC Champions Trophy,11.0,male,ODI,3373,New Zealand,field,England,10.0,,50,AN Cook,2013,"England, New Zealand",Sophia Gardens,25,7
335351,2015-08-25,Karachi,2008-06-26,Asia Cup,5.0,male,ODI,2717,Pakistan,bat,India,,6.0,50,SK Raina,2008,"Pakistan, India",National Stadium,58,13
247463,2015-09-22,St Lucia,2007-03-16,ICC World Cup,6.0,male,ODI,2536,New Zealand,field,New Zealand,,6.0,50,SB Styris,2006/07,"England, New Zealand","Beausejour Stadium, Gros Islet",32,3
426429,2010-11-15,Leeds,2010-09-12,NatWest Series,2.0,male,ODI,3044,Pakistan,bat,England,,4.0,50,AJ Strauss,2010,"England, Pakistan",Headingley,51,4
743985,2015-09-14,Manchester,2015-09-13,Australia in England ODI Series,5.0,male,ODI,3684,England,bat,Australia,,8.0,50,MR Marsh,2015,"England, Australia",Old Trafford,38,2
236520,2016-06-26,,2006-02-11,India in Pakistan ODI Series,2.0,male,ODI,2327,Pakistan,bat,India,,7.0,50,IK Pathan,2005/06,"Pakistan, India",Rawalpindi Cricket Stadium,61,4
1142923,2020-05-17,Bulawayo,2018-07-20,Pakistan tour of Zimbabwe,4.0,male,ODI,4020,Pakistan,bat,Pakistan,244.0,,50,Fakhar Zaman,2018,"Pakistan, Zimbabwe",Queens Sports Club,45,12
1133026,2020-05-26,,2018-03-19,ICC Cricket World Cup Qualifier (ICC Trophy),29.0,male,ODI,4002,Zimbabwe,bat,West Indies,,4.0,50,MN Samuels,2017/18,"Zimbabwe, West Indies",Harare Sports Club,52,15
225249,2015-11-21,Birmingham,2006-09-10,NatWest Series,5.0,male,ODI,2412,England,field,England,,3.0,50,SI Mahmood,2006,"England, Pakistan",Edgbaston,32,1
66381,2021-03-08,Rawalpindi,2004-10-09,Paktel Cup,4.0,male,ODI,2186,Sri Lanka,field,Sri Lanka,,7.0,50,MF Maharoof,2004/05,"Zimbabwe, Sri Lanka",Rawalpindi Cricket Stadium,27,1
297794,2015-09-04,Kochi,2007-10-02,Australia in India ODI Series,2.0,male,ODI,2623,India,field,Australia,84.0,,50,BJ Haddin,2007/08,"India, Australia",Nehru Stadium,38,16
1388394,2023-09-04,Kandy,2023-09-02,Asia Cup,3.0,male,ODI,4630,India,bat,,,,50,,2023,"India, Pakistan",Pallekele International Cricket Stadium,26,3
249241,2015-10-03,,2007-02-11,Commonwealth Bank Series,2.0,male,ODI,2519,England,bat,England,34.0,,50,,2006/07,"Australia, England",Sydney Cricket Ground,33,3
1340845,2022-12-05,Dhaka,2022-12-04,India tour of Bangladesh,1.0,male,ODI,4493,Bangladesh,field,Bangladesh,,1.0,50,Mehedi Hasan Miraz,2022/23,"India, Bangladesh","Shere Bangla National Stadium, Mirpur",28,8
1322279,2022-11-29,Hamilton,2022-11-27,India tour of New Zealand,2.0,male,ODI,4487,New Zealand,field,,,,50,,2022/23,"India, New Zealand","Seddon Park, Hamilton",6,4
335347,2015-08-25,Karachi,2008-06-24,Asia Cup,2.0,male,ODI,2712,Pakistan,bat,Pakistan,155.0,,50,Sohail Tanvir,2008,"Pakistan, Hong Kong",National Stadium,43,1
1302620,2022-03-11,Sharjah,2022-03-11,ICC Men's Cricket World Cup League 2,64.0,male,ODI,4364,Namibia,bat,Oman,,7.0,50,Shoaib Khan,2021/22,"Namibia, Oman",Sharjah Cricket Stadium,48,7
536931,2011-12-08,Ahmedabad,2011-12-05,West Indies in India ODI Series,3.0,male,ODI,3221,India,field,West Indies,16.0,,50,R Rampaul,2011/12,"India, West Indies","Sardar Patel Stadium, Motera",49,10
1022369,2017-06-13,Cardiff,2017-06-12,ICC Champions Trophy,12.0,male,ODI,3888,Pakistan,field,Pakistan,,3.0,50,Sarfraz Ahmed,2017,"Pakistan, Sri Lanka",Sophia Gardens,36,4
1131277,2020-05-16,Dubai,2018-01-18,United Arab Emirates Tri-Nation Series,4.0,male,ODI,3956,Ireland,bat,Ireland,24.0,,50,PR Stirling,2017/18,"Ireland, Scotland",ICC Academy,52,16
249754,2015-10-18,Chandigarh,2006-10-27,ICC Champions Trophy,16.0,male,ODI,2438,South Africa,bat,South Africa,124.0,,50,M Ntini,2006/07,"Pakistan, South Africa","Punjab Cricket Association Stadium, Mohali",29,3
66293,2023-01-13,Nottingham,2003-06-26,NatWest Series,1.0,male,ODI,2028,Zimbabwe,field,Zimbabwe,,4.0,50,GW Flower,2003,"England, Zimbabwe","Trent Bridge, Nottingham",36,1
645637,2013-07-17,Guyana,2013-07-16,Pakistan in West Indies ODI Series,2.0,male,ODI,3390,Pakistan,field,West Indies,37.0,,50,SP Narine,2013,"West Indies, Pakistan",Providence Stadium,33,5
936167,2017-02-13,Centurion,2017-02-10,Sri Lanka in South Africa ODI Series,5.0,male,ODI,3834,Sri Lanka,field,South Africa,88.0,,50,HM Amla,2016/17,"South Africa, Sri Lanka",SuperSport Park,66,15
1187028,2020-02-03,Rajkot,2020-01-17,Australia tour of India,2.0,male,ODI,4232,Australia,field,India,36.0,,50,KL Rahul,2019/20,"India, Australia",Saurashtra Cricket Association Stadium,59,7
